title,description,genre
finding dory,"Zapominalska morska rybka Dory udaje się w podróż do Kalifornii, by odnaleźć utraconą rodzinę. ",animation
the polka king,"Jan Lewan, muzyk polskiego pochodzenia, pragnie zasmakować amerykańskiego snu i nakłania fanów do zainwestowania w piramidę finansową.",comedy
the joneses, Idealna para Steve (David Duchovny) i Kate (Demi Moore) Jones oraz ich wspaniałe nastoletnie dzieci: Jenn (Amber Heard) i Mick (Ben Hollingsworth) są przedmiotem... ,drama
the flintstones,"Fred Flinstone otrzymuje upragniony awans, co niekorzystnie wpływa na jego relacje z żoną i przyjaciółmi.",family
serendipity,"Kiedy Sara i Jonathan zakochują się w sobie od pierwszego wejrzenia, postanawiają sprawdzić, czy są sobie przeznaczeni.",comedy
la isla minima,"Hiszpania, rok 1980. Dwaj detektywi, Juan i Pedro, łączą siły w celu zbadania sprawy brutalnych morderstw młodych dziewczyn. ",crime
next of kin,Gerald zostaje zamordowany. Jego dwóch braci rozpoczyna poszukiwanie zabójców. ,crime
shrek the halls,"Shrek stara się zorganizować spokojne święta, które chce spędzić tylko z rodziną. Jego znajomi mają jednak inne plany i ogrom chęci do pomocy.",animation
happy feet,"Każdy szanujący się pingwin cesarski musi umieć śpiewać, ale Mambo nie ma po temu żadnych predyspozycji. Zamiast układać pieśń godową, odkrywa w sobie talent do tańca.",animation
the children of leningradsky,"Historia moskiewskich sierot, które tułają się po rosyjskim dworcu. Każdego dnia walczą o przetrwanie, licząc na czyjąś pomoc.&nbsp;",documentary
cursed,"Jimmy z siostrą bierze udział w niewielkim wypadku. Po kilku dniach rodzeństwo odkrywa, że to wydarzenie bardzo ich zmieniło.",horror
chasing liberty,"Bycie córką prezydenta USA znacznie ogranicza Annie swobodę. Podczas podróży do Europy dziewczyna ucieka z nieznajomym chłopakiem, by zakosztować odrobiny wolności.",comedy
earthlings," Film dokumentalny stworzony, by uświadomić przeciętnego człowieka, w jaki sposób współczesna cywilizacja wykorzystuje zwierzęta do własnych celów. Autor stawia teorię o... ",documentary
tau,"Kobieta zostaje uwięziona w futurystycznym, sterowanym komputerowo domu. Jej jedyną szansą na ucieczkę jest włamanie się do komputera kontrolującego budynek.",thriller
sleeping with other people,"Jake to nałogowy kobieciarz, a Lainey uzależniła się od niewłaściwego faceta. Na kilometr widać, że są dla siebie stworzeni. Gdyby tylko przestali sypiać z innymi... ",comedy
one direction: this is us,"Dokument zespołu One Direction, który obrazuje zawrotną karierę chłopaków. ",documentary
gothika,"Młoda pani psycholog pewnego razu budzi się jako pacjentka własnego szpitala. Musi udowodnić wszystkim, że została niesłusznie oskarżona o morderstwo.",horror
house of games,"Psychiatra wnika do środowiska nielegalnych rozgrywek, by pomóc uzależnionemu od hazardu pacjentowi. ",crime
breach,"Młody agent FBI zostaje przydzielony do inwigilacji Roberta Hanssena, weterana biura, podejrzanego o działalność szpiegowską.",crime
skyline,"Kiedy nad Los Angeles pojawiają się dziwne niebieskie światła, zaczynają znikać mieszkańcy. Ocalałym pozostaje walka o życie z obcymi.",action
jennifers body,Pewna siebie licealistka zostaje opętana przez żądnego krwi demona.,horror
the lego ninjago movie,Niezdyscyplinowani współcześni wojownicy ninja muszą pokonać złego lorda Garmadona.,animation
brightburn,"Rok 2006, Kansas. W pobliżu farmy Tori i Kyle'a dochodzi do niecodziennego zdarzenia. Kilkanaście lat później dostrzegają oni dziwne zachowanie u syna, który staje się nieposłuszny i agresywny.",horror
casting jonbenet,Aktorzy z rodzinnego miasteczka JonBenet Ramsey biorą udział w castingu do dramatu mówiącego o zabójstwie tej dziewczynki w roku 1996. Każdy ma swoją wersję wydarzeń.,documentary
musaranas,"Chora na agorafobię kobieta udziela pomocy rannemu mężczyźnie, który pojawia się u progu jej drzwi.",thriller
general nil,"Historia ostatnich lat życia Augusta Emila Fieldorfa, który podczas II wojny światowej był dowódcą Kedywu Armii Krajowej.",biography
time lapse,"Troje znajomych odnajduje gigantyczny aparat robiący automatycznie jedno zdjęcie dziennie, które ukazuje to, co się zdarzy dokładnie dobę później.",thriller
wolf creek,Podczas wyprawy bezdrożami Australii do największego krateru grupie przyjaciół odmawia posłuszeństwa samochód. Bezsilni cieszą się na widok mężczyzny oferującego pomoc.,horror
bitva za sevastopol,Po wybuchu wojny studentka trafia na front. Dziewczyna staje się najlepszym snajperem. ,biography
dd sn,Grupka studentów wyjeżdża na kilka dni w góry. Będą musieli się tam zmierzyć z bandą nazistowskich zombie.,horror
chinatown,Prywatny detektyw rozwiązuje wyjątkowo skomplikowaną sprawę rodziny Mulwrayów.&nbsp;,crime
the good son,"Po stracie matki dwunastoletni Mark przyjeżdża do domu stryja, gdzie zauważa, że jego kuzyn jest śmiertelnie&nbsp;niebezpieczny.",thriller
happily never after,"Podczas nieobecności czarodzieja Munk i Mambo stają się odpowiedzialni za dobre zakończenie bajek. Gdy popełniają błąd, siły zła próbują przejąć władzę nad Światem Baśni. ",animation
ma-nyeo,"Uczennica z amnezją próbuje odkryć, co się z nią stało. Wszystko to prowadziło ją do niebezpieczeństwa, ostatecznie ujawniając ciemność, której nie mogła sobie wyobrazić. ",thriller
kingdom of heaven,"Życie pogrążonego w rozpaczy po stracie żony i syna kowala Baliana odmienia wizyta jego ojca, słynnego rycerza Godfryda z Ibelinu.",drama
chronic,David jest pielęgniarzem i na co dzień opiekuje się nieuleczalnie chorymi pacjentami.,drama
the half of it,"Grzeczna i&nbsp;wzorowa licealistka pomaga znajomemu futboliście oczarować dziewczynę, w&nbsp;której oboje się kochają. Współczesna wersja opowieści o&nbsp;Cyranie de Bergeracu.",comedy
fantasia,"Osiem animacji obrazuje arcydzieła muzyki klasycznej. Są wśród nich m.in. ""Dziadek do orzechów"" Czajkowskiego, ""Święto wiosny"" Strawińskiego i ""Ave Maria"" Schuberta.",animation
i hate valentines day,"Manhattan. Kwiaciarka, poznawszy przystojnego restauratora, pragnie złamać swoją zasadę niechodzenia na więcej niż 5 randek z tym samym mężczyzną.",comedy
jarocin. po co wolnosc,Pełna wspomnień i materiałów archiwalnych podróż w przeszłość festiwalu Jarocin.,documentary
a londoni ferfi," Maloin jest człowiekiem, którego nie czeka w życiu już nic. Nie ma perspektyw, jest wypalony, otacza go szara, beznadziejna rzeczywistość. Jest niewidzialny dla... ",drama
the convent,Persefona zostaje fałszywie oskarżona o czary i skazana na śmierć. Przed egzekucją ratuje ją interwencja tajemniczej Matki Wielebnej.,horror
luccello dalle piume di cristallo," Pierwszy film Dario Argento, którego akcja rozgrywa się w Rzymie. Młody amerykański pisarz, Sam (Tony Musante), jest świadkiem próby morderstwa młodej kobiety. Wydarzenie... ",crime
invasion of the body snatchers,"Lekarz z małego miasteczka odkrywa, iż jego mieszkańcy zastępowani są przez pozbawione emocji klony. ",horror
shrooms,Podczas kempingu grupa nastolatków znajduje grzybki halucynogenne. Po ich zażyciu przyjaciół nawiedzają przerażające wizje.,horror
the jungle book 2," Mowgli, chłopiec, którego wychowywały dzikie zwierzęta w dżungli, mieszka dziś w małej wiosce, wśród ludzi. Ma młodszego brata przyrodniego Ranjana, a jego najlepszą... ",animation
bee movie,Niepozorna pszczoła postanawia położyć kres wyzyskiwaniu swojego gatunku przez ludzkość i rozpoczyna sądową batalię z handlującymi miodem korporacjami.,animation
the pirates of somalia,"Rok 2009. Początkujący dziennikarz, Jay Bahadur, postanawia wmieszać się w grupę somalijskich piratów, by poznać to, kim są, jak żyją i co ich napędza.",biography
"legally blonde 2: red, white &amp; blonde","Blond prawniczka, Elle, wyrusza do Waszyngtonu, by w kongresie walczyć o prawa zwierząt.",comedy
the crow," Rok po śmierci Eric Draven powraca jako anioł zemsty, by pomścić morderstwo swoje oraz ukochanej Shelly. W misji towarzyszy mu czarny kruk, który jest łącznikiem ze światem żywych. ",fantasy
doctor strange,"Potężny czarodziej doktor Strange walczy z siłami ciemności, aby ocalić świat.",fantasy
the swedish theory of love,Dokument pokazuje współczesne konsekwencje wprowadzenia rozwiązań z manifestu partii socjalistycznej opublikowanego w 1968 roku.,documentary
the dirt,Film oparty na bestsellerowej biografii zespołu Mötley Crüe. Czterech wyrzutków z Los Angeles zabiera nas na ostrą jazdę po szczytach i odmętach galaktyki metalu.,biography
the batman,Batman i James Gordon stawiają czoła nieobliczalnemu Człowiekowi-Zagadce w skorumpowanym Gotham City.,action
gin gwai,"Młoda, niewidoma skrzypaczka po przeszczepie rogówki zaczyna dostrzegać dziwne istoty.",horror
haunt,"Kiedy w Halloween grupa znajomych wybiera się do rozrywkowego domu strachów, nikt z nich nie spodziewa się, że niewinna zabawa zmieni się w makabryczny koszmar.",horror
win win,"Prawnik podejmuje się szkolenia drużyny zapaśniczej. Podczas treningów odkrywa talent w chłopcu, który ma poważne problemy rodzinne.",drama
le sel de la terre,Sebastiao Salgado przez 40 lat podróżował po świecie dokumentując ludzkość w okresie dramatycznych zmian.,documentary
the time travelers wife,Henry cierpi na nietypową chorobę genetyczną powodującą nieoczekiwane podróże w czasie. Podczas jednego z takich epizodów mężczyzna poznaje miłość swojego życia.,fantasy
blitz,"Dwójka detektywów ściga zabójcę policjantów, który dzieli się planami swoich zbrodni z dziennikarzem, pragnąc rozgłosu.",crime
kiss kiss bang bang,Po nieudanym napadzie niezdarny złodziej Harry Lockhart trafia przez przypadek na casting do filmu sensacyjnego. Wkrótce zostaje wplątany w morderstwo młodej kobiety.,action
dogma,"Będąca potomkiem Jezusa Chrystusa kobieta otrzymuje zadanie: ma ochraniać ludzkość przed dwoma upadłymi aniołami, które próbują wrócić za wszelką cenę do Nieba.",fantasy
harold and maude,"Zafascynowany śmiercią dwudziestoletni Harold poznaje staruszkę, Maude. Kobieta stara się rozbudzić w nim chęć do życia. ",drama
narzeczony na niby,"Karina, starając się stworzyć swój pierwszy szczęśliwy związek, okłamuje swojego partnera. Jedno małe kłamstewko doprowadza do serii nieprzewidzianych zdarzeń.",comedy
vampire in brooklyn,"Do Nowego Jorku przybywa wampir Maximillian. Pragnie on odszukać kobietę, z którą wiążą go więzy krwi.",horror
collide,Młody Amerykanin podejmuje się przemytu narkotyków na terenie Niemiec.,thriller
first daughter,"Samantha rozpoczynając naukę w college'u liczy, że wyrwie się spod wpływu i opieki przewrażliwionych rodziców. Nie jest to jednak łatwe, gdy ma się za ojca prezydenta Stanów Zjednoczonych.",comedy
dont breathe,Kilkoro nastolatków próbuje okraść niewidomego mężczyznę. ,thriller
breakdown,Żona Jeffa znika w niewyjaśnionych okolicznościach. Zdezorientowany mężczyzna rozpoczyna poszukiwania.,thriller
racing stripes,"Wychowująca się na farmie Zebra marzy o tym, by zostać koniem wyścigowym i, korzystając z pomocy przyjaciół, próbuje spełnić marzenie. ",family
spies like us,"Dwóch nieudolnych amerykańskich szpiegów zostaje wysłanych do ZSRR, aby odwrócić uwagę służb radzieckich od prawdziwych agentów.",comedy
sin city,"Trzy historie, których akcja rozgrywa się w Basin City - Mieście Grzechu - będącym siedliskiem prostytutek, przestępców i skorumpowanych obrońców prawa.",crime
frailty,"Do agenta FBI zgłasza się mężczyzna, który twierdzi, że wie kim jest poszukiwany seryjny morderca.",thriller
it,Opowieść o bestii karmiącej się dziecięcym strachem.,horror
the grudge,"Karen zaczyna pracę jako pielęgniarka w tajemniczym, zaklętym domu.",horror
torque,"Motocyklista Cary powraca do miasta, by rozwiązać niedokończone sprawy. Zostaje wplątany w intrygę uknutą przez dawnego wroga.",action
"alexander and the terrible, horrible, no good, very bad day","Mały chłopiec budzi się z gumą do żucia we włosach, co zwiastuje najgorszy dzień w jego życiu.",family
"rio, eu te amo","Najbardziej roztańczone miasto świata, znane ze swojej zmysłowości i piękna, w dziesięciu historiach miłosnych najciekawszych reżyserów współczesnego kina światowego. ",comedy
i am michael,Homoseksualny aktywista próbuje wyzbyć się swojej orientacji po nawróceniu.,biography
da bing xiao jiang,"Skromny wojownik, uczestnik wielkiej bitwy, bierze jeńca należącego do wrogiego obozu. ",comedy
to write love on her arms,"Renee zmaga się z uzależnieniem i depresją. Po pewnym czasie znajduje pomoc wśród przyjaciół, dążąc do uzyskania równowagi w swoim życiu. ",biography
charlottes web,Prosiaczek imieniem Wilbur zawiera przyjaźń z pajęczycą Charlottą. Ona i pozostałe zwierzęta chcą uchronić małego od śmierci.,animation
outcast,"Kiedy następca tronu staje się celem zamachu starszego brata, do pomocy rusza legendarny wojownik. ",action
fallen,"Po traumatycznych przeżyciach Lucinda trafia do szkoły z internatem, gdzie poznaje dwóch nietypowych mężczyzn.",fantasy
experimenter,"Historia znanego psychologa Stanleya Milgrama, który w 1961 roku przeprowadził serię eksperymentów sprawdzających podatność na posłuszeństwo zwierzchnikowi.",biography
gremlins,W czasie Świąt Bożego Narodzenia złośliwe gremliny terroryzują spokojne miasteczko. ,fantasy
charming,"Nad księciem Czarusiem ciąży klątwa, która powoduje, że zakochuje się w nim każda napotkana dziewczyna. Żeby nie stracić prawa do tronu, książę będzie musiał dostosować się do ultimatum ojca i znaleźć miłość życia.",animation
friday after next,"Nastał czas Świąt Bożego Narodzenia i dwaj zwariowani kuzyni Craig oraz Day-Day w końcu opuścili domy swoich rodziców, aby przeprowadzić się do własnego mieszkania. ",comedy
conan the barbarian,"Conan poprzysięga zemstę na człowieku, który wybił całe jego plemię.",fantasy
ninja assassin,"Raizo od najmłodszych lat był szkolony na bezwzględnego zabójcę przez klan ninja, który zaopiekował się nim w dzieciństwie. Po latach postanawia zerwać z przeszłością i zniknąć. ",action
unstoppable,Opuszczony przez maszynistę pociąg pędzi po torach Pensylwanii. Pracownicy kolei podejmują próby zatrzymania niebezpiecznego składu. ,thriller
anna,"Anna wczoraj była narkomanką w moskiewskim półświatku, a dziś jest topową modelką w największych paryskich domach mody. Nikt nie wie, kim jest naprawdę. ",thriller
pirates of the caribbean: on stranger tides,"Legendarny pirat Czarnobrody planuje zdobyć żywą syrenę i dwa kielichy, by się odmłodzić. Sprytny kapitan Jack Sparrow chce mu pokrzyżować plany.",fantasy
north by northwest,"Pracownik agencji reklamowej, wzięty omyłkowo za agenta służb specjalnych USA, trafia w sam środek afery. ",thriller
the nutcracker and the four realms,Młoda dziewczyna zostaje przeniesiona do magicznego świata żołnierzy z piernika i armii myszy. ,family
the bourne legacy,"Aaron Cross został poddany modyfikacjom genetycznym w ramach tajnego programu Outcome. Kiedy jemu podobni agenci są eliminowani, mężczyzna używa wszystkich zdolności, by przeżyć.",thriller
slumdog millionaire,"Opowieść o młodym chłopaku, który bierze udział w hinduskiej edycji ""Milionerów"".",drama
day of the dead,"Zombie opanowały już niemal cały świat. Ocalali, wśród których znajdują się naukowcy i żołnierze, usiłują przetrwać w podziemnym bunkrze.",horror
nochnoy dozor,"Równowaga między siłami Światła i Ciemności zostaje zachwiana. Pojawia się bowiem ""Ten wielki"", który może zakończyć odwieczny konflikt. ",fantasy
religulous,"Bill Maher spotyka się z wieloma przedstawicielami różnych religii, aby poznać istotę Boga.",documentary
spider-man 2,"Peter Parker jest zmęczony byciem bohaterem i chce zostać zwykłym chłopakiem. Gdy jednak Doktor Octavius przemienia się w złego doktora, Spider-Man staje z nim do walki.",action
the dead zone,"Adaptacja powieści Stephena Kinga. Budząc się z kilkuletniej śpiączki, Johnny odkrywa, że może przewidywać przyszłość.",thriller
hotel transylvania 3: summer vacation,Paka Draka wybiera się na wakacje ekskluzywnym statkiem. ,animation
comet," Kimberly (Emmy Rossum) i Dell (Justin Long), miłośnicy spadających gwiazd, poznają się na cmentarzu w trakcie deszczu meteorów. Za sprawą uporu cynicznego Della ich... ",drama
najlepszy,"Historia życia Jerzego Górskiego, który mimo wielu przeciwności został mistrzem świata w podwójnym triatlonie.",biography
proxima,Sara jest astronautką. Jako jedyna kobieta bierze udział w wyczerpującym szkoleniu Europejskiej Agencji Kosmicznej.,drama
mortal kombat,"Siły zła chcą podbić Ziemię. Aby to uczynić, muszą pokonać ziemskich wojowników w Mortal Kombat, turnieju na śmierć i życie. ",fantasy
a tale of love and darkness,Autobiografia opowiadająca o dzieciństwie wybitnego pisarza Amosa OZa. ,drama
the lord of the rings: the return of the king,"Zwieńczenie filmowej trylogii wg powieści Tolkiena. Aragorn jednoczy siły Śródziemia, szykując się do bitwy, która ma odwrócić uwagę Saurona od podążających w kierunku Góry Przeznaczenia hobbitów.",fantasy
the madagascar penguins in a christmas caper,Pingwin Szeregowy ma zostać prezentem dla diabolicznego psa pewnej staruszki. Pozostałe nieloty ruszają mu na pomoc.,animation
aquaman,"Arthur Curry niechętnie stara się przejąć władzę w podwodnym królestwie Atlantydy, żeby zapobiec wojnie z ludźmi żyjącymi na powierzchni.",action
the possession of hannah grace,"Megan odchodzi z policji i znajduje zatrudnienie w bostońskiej kostnicy. Gdy zostaje przywiezione ciało młodej dziewczyny, rozpoczyna się seria dziwnych wydarzeń.",horror
kiwi!,Mały kiwi marzy o lataniu. W spełnienie tych marzeń gotów jest włożyć wiele pracy. ,animation
baraka,"Dokument zabiera widza w podróż&nbsp;przez&nbsp;świat, ukazując zarówno piękno planety, jak i kondycję&nbsp;człowieka.",documentary
ladyhawke,"Zawistny biskup Aquili rzuca klątwę na Isabeau i jej ukochanego, kapitana Navarre'a. Parze próbuje pomóc złodziej uratowany przez rycerza.",fantasy
la solitudine dei numeri primi," Adaptacja książki Paolo Giordano pt. ""Samotność liczb pierwszych"", jej bohaterami są Alice i Mattia, których losy śledzimy na przestrzeni wielu lat. 7-letnia Alice... ",drama
drberne fra nibe,"Dwóch mężczyzn tkwiących w nieszczęśliwych małżeństwach upija się i zatrudnia płatnego mordercę, aby ten wziął na celownik ich żony.",comedy
kokuhaku,"Zdeterminowana nauczycielka próbuje wyjaśnić przyczynę morderstwa swojego dziecka, szukając winnych wśród uczniów własnej klasy.",thriller
rocky v,Rocky traci majątek i ze względów zdrowotnych rezygnuje z boksu. Postanawia zostać trenerem dobrze zapowiadającego się Tommy'ego Gunna. ,drama
hoshi o ou kodomo,"Asuna wyrusza w podróż do podziemnej krainy, aby odnaleźć tajemniczego przyjaciela. Towarzyszy jej nauczyciel, który chce wskrzesić zmarłą żonę.",fantasy
jack strong,"Pułkownik Ludowego Wojska Polskiego, Ryszard Kukliński, podejmuje współpracę z CIA. Działając pod pseudonimem Jack Strong, przekazuje Amerykanom informacje na temat Układu Warszawskiego. ",thriller
pirates of the caribbean: the curse of the black pearl,"Kowal Will Turner sprzymierza się z kapitanem Jackiem Sparrowem, by odzyskać swoją miłość - porwaną córkę gubernatora.",fantasy
sucker punch,Lata 50. Baby Doll zostaje zamknięta w zakładzie psychiatrycznym przez ojca. Podczas pobytu pacjentka tworzy alternatywny świat we własnej głowie.,fantasy
the aristocats,"Bezdzietna staruszka cały swój majątek zapisuje w testamencie ukochanej kotce i jej małym. Chciwy lokaj, który liczył na przejęcie fortuny pracodawczyni, postanawia pozbyć się przyszłych spadkobierców.",animation
villmark 2,"Specjalnie przygotowana grupa ma za zadanie oczyszczenie starego ośrodka dla obłąkanych ze szkodliwych substancji. Okazuje się jednak, że szpital nie jest całkiem opuszczony. ",horror
"mune, le gardien de la lune",Munio niespodziewanie zostaje wybrany Strażnikiem Księżyca. Dla równowagi mianowany zostaje również Strażnik Słońca – Stalon. ,animation
darkness,"Amerykańska rodzina przeprowadza się do domu na wsi w Hiszpanii. Nastoletnia Regina odkrywa, że posiadłość ma mroczną przeszłość. ",horror
secondhand lions,Nieśmiały dziesięciolatek spędza wakacje na farmie dziwacznych wujów. ,family
il etait une foret,"Film pokazuje cykl lasów pierwotnych i wtórnych rosnących w Peru i Gabonie, uznanych za ""zielone płuca"" naszej planety.",documentary
the black dahlia,"Los Angeles, rok 1947. Dwaj detektywi z LAPD, Bucky Bleichert i Lee Blanchard, próbują rozwiązać sprawę okrutnego morderstwa aktorki, Elizabeth Short. ",crime
enough,"Slim ucieka wraz z córką od brutalnego męża. Zaczyna trenować sztuki walki, aby się przed nim obronić. ",thriller
cadillac records,"Historia wytwórni płytowej Chess Records i artystów, którzy nagrywali dla niej na przestrzeni lat. ",biography
unthinkable,Dwójka agentów stara się odnaleźć bomby podłożone przez byłego eksperta nuklearnego. ,thriller
robocop,Naukowcy z OmniCorp przekształcają ciało śmiertelnie rannego policjanta w niezniszczalnego cyborga. Maszyna do zabijania wciąż jednak odczuwa emocje. ,action
the son of bigfoot,"Nastoletni Adam wyrusza w poszukiwaniu swojego ojca. Podczas swojej wyprawy dowiaduje się, że jest potomkiem Yeti.",animation
42,"Historia życia Jackiego Robinsona, który jako pierwszy Afroamerykanin zapisał się na kartach historii amerykańskiej ligi baseballu.",biography
jesus camp,Dokument opowiada o działalności pastor Becky Fisher organizującej chrześcijańskie obozy dla dzieci.,documentary
the addams family,Gomez i Morticia Addams wraz z dziećmi mieszkają w mrocznej rezydencji na szczycie góry. Kiedy w pobliżu&nbsp;Margaux Needler rozpoczyna budowę nowego osiedla&nbsp;postanawia pozbyć się&nbsp; ekscentrycznej rodziny.,animation
the last stand,Narkotykowy boss ucieka z konwoju i zmierza wprost ku granicy Meksyku. Jednak na drodze do upragnionej wolności staje szeryf oraz grupa jego niedoświadczonych zastępców.,action
penguins of madagascar,"Pingwiny łączą siły z tajną organizacją Północny Wiatr przeciwko czarnemu charakterowi, który chce zniszczyć świat. ",animation
the cincinnati kid,"Młody pokerzysta wyzywa na pojedynek mistrza, który od trzydziestu lat cieszy się tytułem najlepszego gracza w kraju. ",drama
halloween,"W przeddzień Halloween ze szpitala psychiatrycznego ucieka niebezpieczny morderca, Michael Myers, który kieruje się do rodzinnego miasta. Jego śladem rusza wieloletni psychiatra, doktor Loomis.",horror
cabaret,"Występująca w podrzędnym berlińskim kabarecie Sally poznaje Brytyjczyka - Briana. Zakochują&nbsp;się&nbsp;w sobie, a ich związek przeplata się&nbsp;z dojściem nazistów do władzy.",drama
the assassination of jesse james by the coward robert ford,Legendarny Jesse James przyjmuje do szajki Roberta Forda. W tym samym czasie stróże prawa próbują dopaść nieuchwytnego przestępcę.,biography
scoop,"Studentka dziennikarstwa szuka wielkiego tematu, który otworzy jej drogę do kariery. Trafia w sam środek śledztwa nad tajemniczymi morderstwami.",comedy
australia,Brytyjska arystokratka przybywa do Australii. Wkrótce dziedziczy farmę i walczy o jej utrzymanie. ,drama
vincent,"Siedmioletni Vincent Malloy śni o tym, by być jak Vincent Price. Snując makabryczne marzenia, całkowicie zatraca siebie.",animation
jaws 2,"Wokół Amity Island znów zaczyna grasować niebezpieczny rekin, a dzielny szeryf Brody sam musi stawić czoła bestii.",thriller
another year,"Para dojrzałych małżonków wiedzie spokojne życie, starając się dbać o syna i przyjaciół domu.",drama
toy story 2,"Buzz Astral, mając do pomocy zabawki Andy'ego, postanawia ocalić szeryfa Chudego z rąk nieuczciwego kolekcjonera.",animation
all dogs go to heaven 2,"Charlie Barkin powraca na Ziemię, aby odzyskać skradziony Róg Gabriela. ",animation
life in a day,"Dokument przedstawia najciekawsze momenty z życia zwykłych ludzi na całym świecie, którzy stanowią społeczność YouTube. ",documentary
blue eyed," Film przedstawia przebieg doświadczenia, jakie przeprowadziła w 1995 roku Jane Elliott walcząca przeciwko rasizmowi w Stanach Zjednoczonych. Eksperyment polegał na... ",documentary
prince of darkness,"Profesor i grupa studentów przyjeżdżają do starego kościoła, żeby zbadać tajemnicę starożytnego pojemnika z zieloną cieczą. Niebawem budzi się uwięzione w nim zło.",horror
ma,"Samotna kobieta pozwala grupie nastolatków na zorganizowanie przyjęcia w swoim domu. Zachwycona młodzież organizuje przyjęcie, podczas którego jednak zaczynają się dziać rzeczy ujawniające intencje gospodyni. ",horror
alice in wonderland,"Adaptacja książki Lewisa Carolla. Historia dziewczynki, która pobiegła za Białym Królikiem, wpadła do jego nory i znalazła się w świecie pełnym bajkowych stworów.",animation
outlaw,"Grupka nieznajomych postanawia się zjednoczyć, aby położyć kres przestępczości, z którą nie radzi sobie państwo. ",crime
problem child,"Bezdzietne małżeństwo adoptuje chłopca, który jest wyjątkowo nieznośnym rozrabiaką. ",family
young frankenstein,Wnuczek doktora Frankensteina dziedziczy majątek oraz tajemnice szalonych eksperymentów dziadka. ,horror
poniedzialek,Maniek podejmuje się ściągnięcia długów dla właściciela bankrutującej cukrowni. W sukurs przychodzą mu przyjaciele - Dawid i Romek. ,thriller
mr. right,"Ona nie ma szczęścia do facetów, a kiedy poznaje wreszcie Pana Idealnego okazuje się, że jest on płatnym mordercą.",action
the 4th floor,"Jane, projektantka wnętrz, wprowadza się do mieszkania po zmarłej babci. Nowi sąsiedzi nie są jednak przyjaźnie nastawieni. ",thriller
dip huet seung hung,"Płatny zabójca, Jeffrey, przyjmuje ostatnie zlecenie, aby opłacić operacje ukochanej.",crime
universal soldier: the return,"Luc Devereaux staje do walki ze zbuntowanym superkomputerem, mającym pierwotnie kierować nową generacją Uniwersalnych Żołnierzy.&nbsp;",action
redwood,"Chory na białaczkę dowiaduje się, że w parku żyje bestia, która go może uzdrowić. Ceną jest życie ukochanej osoby. ",horror
book of shadows: blair witch 2,"Grupa turystów, chcąc sprawdzić autentyczność wydarzeń z Blair Witch Project, wyrusza śladem poprzedniej wyprawy.",horror
si jetais toi,"W wypadku samochodowym ginie Hannah, której dusza zostaje uwięziona w ciele jej córki.",fantasy
ugetsu monogatari," Opowieści księżycowe to romantyczna i posępna baśń o garncarzu, który uciekł od swego domowego szczęścia w marzenia, by potem odnaleźć się jeszcze samotniejszym i... ",drama
a beautiful mind,"Geniusz matematyczny John Nash za wszelką cenę pragnie opracować teorię, dzięki której zostanie cenionym naukowcem. Przeszkodą staje się jego stopniowo rozwijająca choroba.",biography
ma vie de courgette,"Osierocony chłopiec zamieszkuje w domu dziecka, gdzie zdobywa nowe przyjaźnie. ",animation
the aviator,"Wizjoner Howard Hughes zakłada własne linie lotnicze, przyciągając tym samym uwagę właściciela Pan Am oraz rządu.",biography
despicable me,Życie Gru owładniętego żądzą kradzieży Księżyca zmienią trzy urocze sierotki.,animation
avis de mistral,"Rodzeństwo spędza wakacje w Prowansji u dziadka, którego z powodu rodzinnych konfliktów nigdy wcześniej nie poznało.",drama
chef,Po utracie posady w renomowanej restauracji mistrz kulinarny otwiera mobilny bar szybkiej obsługi.,comedy
batman,"Tajemniczy mściciel pojawia się na ulicach Gotham, aby podjąć walkę z przestępcami. Pomaga mu w tym znana dziennikarka Vicki Vale.",action
alien,"Załoga statku kosmicznego Nostromo odbiera tajemniczy sygnał i ląduje na niewielkiej planetoidzie, gdzie jeden z jej członków zostaje zaatakowany przez obcą formę życia.",horror
angst,Psychopatyczny morderca po zwolnieniu z więzienia daje upust swojej żądzy mordu. Jego ofiarami padają mieszkańcy wiejskiego domu. ,thriller
inseparable,"Dwaj bracia bliźniacy mają zupełnie odmienny sposób na życie. Gdy jeden z nich dowiaduje się, że jest nieuleczalnie chory, obaj muszą podjąć trudną decyzję.",drama
"synecdoche, new york","Reżyser teatralny przygotowuje nową sztukę, zmagając się jednocześnie z kobietami swego życia. ",drama
one-man band,"Dwaj uliczni grajkowie konkurują ze sobą, aby przyciągnąć uwagę dziewczynki.",animation
a knights tale,Podszywający się pod rycerza giermek William bierze udział w turnieju rycerskim ,comedy
ex machina,"Po wygraniu konkursu programista jednej z największych firm internetowych zostaje zaproszony do posiadłości swojego szefa. Na miejscu dowiaduje się, że jest częścią eksperymentu. ",thriller
listy do m. 2,Po czterech latach ci sami bohaterowie borykają się z kolejnymi problemami. ,comedy
captain america: the first avenger,Młody Amerykanin bierze udział w&nbsp;tajnym&nbsp;wojskowym eksperymencie i jako superbohater staje do walki z nazistami.,action
helen,Utalentowana nauczycielka zmaga się z poważną depresją.,drama
the glass castle,"Jeannette wspomina swoje niekonwencjonalne wychowanie i koczowniczy styl życia. Zaręczona z nowojorskim finansistą ulega&nbsp; krytyce ze strony rodziców, którzy oskarżają ją o zdradę wartości.",biography
