title,description,genre
tsotsi,Młody afrykański gangster kradnie samochód i ku swojemu zaskoczeniu odkrywa na tylnym siedzeniu niemowlę.,drama
mousehunt,Dwóch braci zamierza wystawić na licytację starą posiadłość odziedziczoną po zmarłym ojcu. Przedtem jednak muszą pozbyć się zamieszkującej tam myszy.,family
where the wild things are,"Max przenosi się w świat fantazji, który jest zamieszkiwany przez dziwne, baśniowe stworzenia. ",family
ninja,Trenujący ninjitsu Amerykanin dostaje od swojego mistrza zadanie ochrony skrzyni z legendarną bronią ninja.,action
an angel at my table,"Historia Janet Frame, pisarki uznanej za chorą psychicznie, która dzięki sukcesowi literackiemu, po długoletniej męce opuszcza szpital. ",biography
spy kids 2: island of lost dreams,"Mali agenci wybierają się na tajemniczą wyspę, gdzie bazę wypadową urządził sobie szalony naukowiec. ",family
sleuth,Arystokrata proponuje kochankowi swojej żony nietypową umowę. Zgodzi się na rozwód pod warunkiem dokonania przez niego kradzieży drogocennych klejnotów.,thriller
prom night,Bal maturalny z najpiękniejszej nocy życia przeradza się w piekło. ,horror
rabbit hole,"Historia małżeństwa, które próbuje pogodzić się ze śmiercią syna. ",drama
hoodwinked!,"Policja prowadzi śledztwo w sprawie zakłócenia porządku w chatce babci oraz posiadania broni. Świadkami zdarzenia są Czerwony Kapturek, Wilk i Drwal.",animation
stigmata,"Ateistka Frankie Paige podczas kąpieli odkrywa na ciele stygmaty odpowiadające ranom, które zostały zadane Chrystusowi. Gdy historia zaczyna się powtarzać, sprawę, mimo niezadowolenia Watykanu, zamierza wyjaśnić jeden z księży. ",horror
frankenstein,"Rok 1794. Ocalały rozbitek opowiada załodze statku mrożącą krew w żyłach historię o potworze, którego stworzył.",drama
the girl king,Ekstrawagancka szwedzka królowa Krystyna próbuje zwalczyć konserwatystów przeciwnych jej pomysłom na modernizację kraju.,biography
monster house," 12-letni DJ Walters od dzieciństwa obserwował dom Nebbercrackerów i od dawna podejrzewał, że z tym domem jest coś nie tak. Zauważył, że coraz więcej rzeczy z otoczenia... ",animation
"for a good time, call...","Lauren i Katie postanawiają zamieszkać razem, gdyż w ten sposób stać je na wynajem luksusowego apartamentu. By się utrzymać, zakładają sex telefon.",comedy
hangman,"Doświadczeni policjanci dostają zadanie, którym jest złapanie groźnego seryjnego mordercy. Zostają wplątani w wisielczą grę. ",crime
chicken little,Mający reputację panikarza Kurczak Mały stawia czoła zagrożeniu z kosmosu.,animation
maximum risk,"Francuski policjant szuka mordercy brata bliźniaka - członka rosyjskiej mafii. W tym celu przejmuje tożsamość zmarłego i rusza do Nowego Jorku, by wyjaśnić zagadkę jego śmierci. ",action
the brothers grimsby,Angielski chuligan odnajduje po latach swojego brata - jednego z najlepszych agentów MI6. Razem będą musieli rozpracować globalny spisek terrorystyczny.,comedy
the informer,"Były żołnierz i przestępca pracuje pod przykrywką, infiltrując polską mafię, dla której jest przemytnikiem. Po nieudanej akcji trafia do więzienia, gdzie kontroluje dostawy narkotyków.",crime
stories we tell,"Polley, w podwójnej roli filmowca i detektywa, prowadzi śledztwo mające odkryć sekrety własnej rodziny. ",documentary
hard target,"Bezrobotny marynarz, pomagając kobiecie w poszukiwaniu jej ojca, naraża się grupie przestępczej organizującej śmiertelne polowania na ludzi.&nbsp;",action
den skyldige,"Dyspozytor linii 112 odbiera telefon od porwanej kobiety. Połączenie zostaje przerwane i zaczyna się walka z czasem, by odnaleźć dzwoniącą oraz jej porywacza.",thriller
the knight before christmas,Średniowieczny rycerz trafia do czasów współczesnych i zakochuje się w nauczycielce.,fantasy
daas,"Jakub Goliński, galicyjski Żyd, donosi urzędnikom państwowym o szkodliwych praktykach przywódcy sekty - Jakuba Franka. Śledztwo podejmuje&nbsp;radca Henryk Klein. ",drama
shingeki no kyojin: attack on titan,"Postapokaliptyczny świat. Miasta otoczone ogromnymi murami chronią mieszkańców przed Tytanami, potworami żywiącymi się ludźmi. ",fantasy
earth: one amazing day,Dokument ukazujący jeden dzień z życia naszej ojczystej planety. ,documentary
hollywood homicide,Dorabiający jako agent nieruchomości detektyw Gavilan oraz jego partner Calden marzący o karierze aktora rozwiązują sprawę morderstwa rapera.,comedy
il y a longtemps que je taime,Juliette po wyjściu z więzienia stara się ułożyć życie na nowo.,drama
brake,"Agent specjalny, Jeremy Reins, budzi się w słabo oświetlonej, szklanej skrzyni. Zdaje sobie sprawę, że ma do czynienia z terrorystami.",crime
21,Wybitnie zdolni studenci prestiżowej uczelni dzięki wiedzy z zakresu matematyki wygrywają olbrzymie sumy w blackjacka. Tymczasem właściciele kasyn zabezpieczają się przed kolejnymi stratami. ,crime
"i, frankenstein","Adam Frankenstein nosi w sobie tajemnicę, którą posiąść chcą zastępy istot ze świata ciemności. Rozpoczyna się polowanie. ",fantasy
mr. magoriums wonder emporium," Molly Mahoney (Natalie Portman) jest niezdarną i niepewną siebie asystentką w najbardziej dziwacznym, fantastycznym i niesamowitym sklepie z zabawkami, sklepie Pana... ",family
sztuka spadania,"Żołnierze, którzy postradali zmysły, zostają wysłani na odległą wyspę, gdzie kultywują swoje dziwactwa.",animation
highlander ii: the quickening, Jest rok 2024. Connor MacLeod i jego przyjaciel Ramirez zostali wygnani z odległej przeszłości. Connor jest teraz staruszkiem i zwykłym śmiertelnikiem. Przed wielu laty... ,fantasy
justin bieber: never say never,"Opowieść o chłopaku, który stał się jednym z najbardziej znanych piosenkarzy na świecie, dzięki zamieszczonym przez siebie nagraniom w internecie.",biography
serendipity,"Kiedy Sara i Jonathan zakochują się w sobie od pierwszego wejrzenia, postanawiają sprawdzić, czy są sobie przeznaczeni.",comedy
lilo &amp; stitch,Stich ucieka z odległej galaktyki i ląduje na Hawajach. Zaopiekuje się nim mała Lilo. ,animation
the conjuring,"Słynna para badaczy zjawisk paranormalnych zostaje poproszona o pomoc rodzinie, którą terroryzuje potężny demon.",horror
outside the wire,W niedalekiej przyszłości pilot dronów udaje się do&nbsp;strefy wojny u&nbsp;boku ściśle tajnego żołnierza-androida. Razem mają powstrzymać atak nuklearny.,action
bambi ii,"Po śmierci matki opiekę nad Bambim przejmuje ojciec. Wielki Książę Lasu uczy swego syna wszystkiego, co jeleń powinien wiedzieć.",animation
realite,"By dostać pieniądze na swój pierwszy film, Jason musi odnaleźć najlepszy krzyk w historii kina. ",comedy
avengers: age of ultron,"Światu zagraża robot Ultron, który pragnie przejąć władzę. Superbohaterowie postanawiają temu zapobiec, stawiając czoło groźnemu najeźdźcy. ",action
hardware,"Moses znajduje szczątki robota, które ofiarowuje swojej dziewczynie. Oboje nie wiedzą, że jest to prototyp maszyny wojennej.",thriller
legend of the guardians: the owls of gahoole,"Soren to młoda sowa zachwycona opowieściami ojca o Strażnikach Ga'Hoole. Gdy wraz ze starszym bratem wypada z gniazda, ich jedyną nadzieją jest odnalezienie legendarnych wojowników.",animation
lucy,Podczas przemytu narkotyków w swoim organizmie Lucy przypadkowo zyskuje nadprzyrodzone zdolności.,action
cale szczescie,"W życie spokojnego muzyka z orkiestry symfonicznej,&nbsp;samotnie wychowujacego dziesięcioletniego synka, niespodziewanie wbiega pełna energii popularna gwiazda fitness.",comedy
you get me,"Po nocy spędzonej z nowo poznanym chłopakiem, Tylerem, Holly ogarnia niezdrowa obsesja na jego punkcie. Przenosi się do jego liceum i próbuje kontynuować ich „związek”.",thriller
film balkonowy,Paweł Łoziński przygląda się przechodniom ze swojego balkonu.,documentary
the theory of everything,"Film opowiada historię genialnego naukowca Stephena Hawkinga - rozwoju jego choroby, rodzącego się uczucia do Jane, a w końcu rozpadu ich małżeństwa. ",biography
boss level,"Były agent sił specjalnych jest uwikłany w pętli czasowej, która nieustannie powtarza dzień jego morderstwa. Podążając za wskazówkami, próbuje rozwikłać zagadkę swojej śmierci.",action
basic instinct,Znany muzyk rockowy zostaje zamordowany. Policjant prowadzący śledztwo wdaje się w romans z główną podejrzaną. ,thriller
menace ii society,Młody uliczny naciągacz próbuje uciec od rygorów i pokus getta w poszukiwaniu lepszego życia.,crime
le gamin au velo,"Porzucony przez ojca Cyryl nie może zaakceptować jego nieobecności i nieustannie ucieka z domu dziecka, by go szukać. Wkrótce chłopiec poznaje fryzjerkę, Samantę, która zaczyna mu pomagać.",drama
the witcher: nightmare of the wolf,"Vesemir ucieka od biedy i zostaje wiedźminem zawodowo zabijającym potwory. Jednak gdy na jego drodze staje nowe zagrożenie, musi stawić czoła demonom przeszłości.",fantasy
na uklady nie ma rady,"Kiedy Marek dostaje propozycję, jaką jest posada drugiego wiceministra, jego dotychczasowe życie diametralnie ulega zmianie. ",comedy
jodorowskys dune,"Dokument opowiada o próbie nakręcenia adaptacji filmowej powieści sci-fi ""Diuna"" przez Alejandra Jodorowsky'ego.",documentary
thale,"Dwóch czyścicieli, Elvis i Leo, spotyka mityczną istotę, norweską huldrę o imieniu Thale.",fantasy
phenomena,"Obdarzona darem porozumiewania się z owadami Jennifer przyjeżdża&nbsp;do szkoły w Szwajcarii, gdzie wykorzystuje swoje właściwości, celem odnalezienia seryjnego mordercy. ",horror
rocky v,Rocky traci majątek i ze względów zdrowotnych rezygnuje z boksu. Postanawia zostać trenerem dobrze zapowiadającego się Tommy'ego Gunna. ,drama
new york minute," Bliźniaczki&nbsp; wyjeżdżają do Nowego Jorku. Jane chce dostać się na uniwersytet, a Roxy marzy, by zobaczyć swoją ulubioną kapelę.",family
selena,"Życie i kariera Seleny,&nbsp;która stała się jedną&nbsp;z najpopularniejszych&nbsp;wokalistek latynoamerykańskich.",biography
a wrinkle in time,"Po zniknięciu naukowca trzy osobliwe istoty wysyłają dziewczynę, jej brata i przyjaciółkę w kosmos, aby go odnaleźć.",family
the simpsons movie,"Homer próbuje cofnąć skutki katastrofy ekologicznej w Springfield, którą niechcący wywołał. ",animation
over the limit,"Dokument opowiada o psychicznych kosztach, jakie niesie ze sobą uprawianie wyczynowego sportu. ",documentary
last men in aleppo,"Dokument przedstawia pracę wolontariuszy Białych Hełmów, którzy przeszukują gruzy zniszczonego syryjskiego miasta, w poszukiwaniu żywych osób.",documentary
ikar. legenda mietka kosza,Wbrew wszelkim przeciwnościom losu i własnym ograniczeniom Mietek Kosz zostaje wirtuozem fortepianu. Jednak okrzykniętemu geniuszem chłopakowi oszałamiająca kariera nie daje szczęścia.,biography
4:13 do katowic,Ojciec zgwałconej córki postanawia sam wymierzyć sprawiedliwość jej oprawcy. ,thriller
zookeeper,"Pracownik zoo musi zmienić posadę, aby odzyskać dziewczynę. Zwierzęta nie chcą dopuścić do odejścia ich ulubionego opiekuna.",family
mortal kombat,"Wojownicy podróżują do świątyni boga Raidena, aby przygotować się do krwawego turnieju zwanego jako Mortal Kombat.",fantasy
batman: mask of the phantasm,"Mafiozi w Gotham City zaczynają ginąć jeden po drugim. Władze podejrzewają, że stoi za tym Batman. ",animation
venom,"Kiedy&nbsp;Eddie Brock zdobywa moce symbionta, zmuszony jest uwolnić swoje alter-ego ""Venoma"", by ratować własne życie.&nbsp;",action
"i, tonya","Tonya Harding pragnie zdobyć olimpijski medal i mimo przeciwności losu udowodnić światu, że jest najlepszą łyżwiarką figurową świata. Jej kariera staje pod znakiem zapytania za sprawą oskarżenia o napaść na koleżankę z reprezentacji, Nancy Kerrigan.",biography
she-devil,"Przebiegła i zaradna pani domu postanawia zemścić się na mężu, który porzuca ją dla bogatej pisarki romansów. ",comedy
the woman in black,"Młody adwokat przyjeżdża do rezydencji zmarłej klientki, by uporządkować jej dokumenty i przekonać się, że okolica nawiedzana jest przez ducha.",drama
just cause,"Skazany na karę śmierci więzień prosi o pomoc znanego profesora prawa, by dowiódł jego niewinności. Rozpoczęte od nowa śledztwo napotyka wiele przeszkód. ",crime
last shift,"Policjantka Loren dyżuruje na nocnej zmianie w zamkniętym posterunku. Gdy zaczynają dziać się dziwne rzeczy, postanawia je wyjaśnić.",horror
grind,"Grupa amatorskich deskorolkarzy wyrusza w podróż po Ameryce, by zyskać sławę i rozgłos.",comedy
ida,"Przed złożeniem ślubów zakonnych Anna zgodnie z zaleceniem matki przełożonej odwiedza swoją ciotkę. Razem ruszają w podróż, która pomoże im obu odkryć, kim są. ",drama
paddington 2,"Pomyłkowo osadzony w areszcie, wśród zepsutych do szpiku kości typów spod ciemnej gwiazdy, Paddington zrobi wszystko, by złapać prawdziwego złodzieja tajemniczej książki.",family
contratiempo,"Po przebudzeniu się w pokoju hotelowym obok martwej kochanki młody biznesmen zatrudnia wybitną adwokat, aby ustalić, do czego tak naprawdę doszło.",crime
wristcutters: a love story,"Po popełnieniu samobójstwa Zia trafia do pośmiertnej krainy, w której paradoksalnie może odzyskać chęć do życia.",drama
the silencing,"Rayburn jest byłym myśliwym, który strzeże rezerwatu nazwanego imieniem zaginionej przed laty córki. Gdy na ukrytych w lesie kamerach dostrzega uciekającą dziewczynę i zamaskowanego osobnika, rusza za nimi.",crime
now and then,Cztery przyjaciółki spotykają się po latach i wracają wspomnieniami do czasu beztroskiego dzieciństwa. ,drama
twenty feet from stardom,Historie karier chórzystów występujących z najsławniejszymi gwiazdami muzyki.,documentary
snow dogs,"Ceniony dentysta dowiaduje się, że otrzymał w spadku zaprzęg ośmiu psów. Zwierzaki sprawiają nowemu panu wiele kłopotów. ",family
art of freedom,"Dokument przedstawia historię polskiego himalaizmu, a także sukcesy jakie odnosili jego przedstawiciele w latach 70. i 80. XX wieku. ",documentary
jarocin. po co wolnosc,Pełna wspomnień i materiałów archiwalnych podróż w przeszłość festiwalu Jarocin.,documentary
honeyland,Pięćdziesięcioletnia Hatidze mieszka z chorą matką w opustoszałej macedońskiej wiosce. Hoduje pszczoły i jest ostatnią z linii niezależnych pszczelarzy. ,documentary
skyscraper,"Były antyterrorysta pełni funkcję konsultanta ds. bezpieczeństwa wieżowców. Gdy wybucha ogień w najwyższym chińskim budynku, musi uratować swoją rodzinę z rąk terrorystów i udowodnić, że to nie on jest odpowiedzialny za pożar. ",action
the atticus institute,Instytut Atticus założony przez doktora Henry'ego Westa zajmuje się badaniem zjawisk paranormalnych. Wkrótce trafia do niego tajemnicza Judith Winstead.,horror
transformers: age of extinction,"Mechanik i jego córka dokonują odkrycia, które sprowadza do nich Autoboty i Decepticony. ",action
richard jewell,"Amerykański ochroniarz ratuje życie tysięcy ludzi, zapobiegając wybuchowi bomby w trakcie igrzysk olimpijskich. Tymczasem media podają fałszywą informację, jakoby to on był terrorystą. ",biography
limmortel,"Emerytowany gangster postanawia zemścić się na przyjacielu po tym, jak zostaje napadnięty i pozostawiony przez jego ludzi z 22 kulami w ciele.",crime
21 x nowy jork,Piotr Stasik dokumentuje amerykańską metropolię obserwując pasażerów nowojorskiego metra. ,documentary
the social network,"Historia powstania Facebooka. Komputerowy geniusz z Harvardu zakłada stronę thefacebook.com, która nieoczekiwanie bije rekordy popularności.",biography
the spy next door," Opowiedziana z wielkim rozmachem, pełna nieoczekiwanych zwrotów akcji komedia sensacyjna z szalonym Jackie Chanem to doskonała rozrywka dla całej rodziny. ",family
the bfg,"Cierpiąca na bezsenność sierota Sophie pewnej nocy zauważa olbrzyma. Ten, dla bezpieczeństwa swojej rasy, postanawia ją porwać.",family
soul surfer,"Oparta na faktach historia trzynastoletniej surferki, która traci rękę w wyniku ataku rekina.&nbsp; ",biography
hotel transylvania,Hrabia Drakula i jego 118-letnia córka prowadzą hotel w Transylwanii. Przyjaźń dziewczynki z ludzkim chłopcem wpędza rodzinę w kłopoty.,animation
rubber,"Posiadająca zdolności parapsychologiczne opona samochodowa obsesyjnie podąża za kobietą, pozbawiając życia każdego, kto stanie jej na drodze. ",horror
i know who killed me,"Młoda striptizerka zostaje porwana przez seryjnego mordercę. Po ucieczce od brutalnego mężczyzny zarzeka się, że nie jest tą osobą, za którą ją biorą.",crime
klitschko,Dokument przedstawia kulisy życia oraz kariery sportowej braci Witalija i Władimira Kliczko. ,biography
the cove,"Grupa naukowców obserwuje zatokę koło Taijii w Japonii, by ujawnić znęcanie się nad delfinami i związane z tym zagrożenie dla ludzkiego zdrowia.",documentary
veronica,"Madryt, 1991 rok. Nastolatka po zabawie z planszą ouija odkrywa, że wokół niej zaczynają się dziać dziwne rzeczy.",horror
les couloirs du temps: les visiteurs 2,"Rycerz Godfryd de Montmirail przenosi się w przyszłość, by odzyskać rodowe klejnoty.",fantasy
cobra," Bezkompromisowy policjant Cobretti musi ochronić piękną Ingrid przed sektą, na czele której stoi psychopatyczny morderca o pseudonimie ""Nocny rzeźnik"".",crime
race,"Zapis kariery Jesse'ego Owensa, jednego z najlepszych lekkoatletów, który wystąpił na Olimpiadzie w Berlinie. ",biography
mlode wilki,Świeżo upieczony maturzysta zostaje członkiem gangu przemytników.,thriller
the fifth element,"Nowy Jork w XXIII w., były komandos Korben Dallas wplątany zostaje w misję ratowania świata przed siłami zła absolutnego objawiającymi się raz na pięć tysięcy lat.",action
black christmas,Tuż przed świętami Bożego Narodzenia grupa studentek jest terroryzowana przez psychopatę. ,horror
28 weeks later,"Śmiercionośny wirus atakujący Wielką Brytanię zostaje pokonany. Kiedy ludzie odbudowują kraj, na ich terytorium wkracza zakażony człowiek. ",horror
sammys avonturen: de geheime doorgang," Czyż nie byłoby cudownie podróżować po całym świecie? Sammy jest uroczym, małym żółwiem morskim. Nie jest superbohaterem, lecz zwyczajnym żółwiem, który przeżywa... ",animation
priest,"Wojny pomiędzy ludźmi a wampirami pustoszą Ziemię. Kiedy zostaje porwana młoda Lucy, jej wujek - ksiądz, postanawia złamać śluby i ruszyć bratanicy na ratunek.&nbsp;",horror
okami kodomo no ame to yuki,"Młoda kobieta poślubia wilkołaka, z którym ma dwoje dzieci. Po jego śmierci wyprowadza się na wieś, szukając spokoju. ",fantasy
finding dory,"Zapominalska morska rybka Dory udaje się w podróż do Kalifornii, by odnaleźć utraconą rodzinę. ",animation
inkheart,Czytając na głos powieści Mo ożywia w nich bohaterów. W miejsce fikcyjnych postaci do książek trafiają ludzie z realnego świata.,family
dumbo,"Dumbo to mały słonik o nienaturalnie wielkich uszach, który przy pomocy zaprzyjaźnionej myszki uczy się wiary w siebie.",animation
the karate kid," Młody chłopak przeprowadza się z mamą do Chin. Początkowo jest zagubiony w nowym miejscu, lecz wkrótce poznaje samotnego dozorcę budynku. ",family
jack reacher: never go back,"Jack Reacher, aby oczyścić swoje imię, musi odkryć, kto stoi za rządowym spiskiem. ",crime
the philadelphia story,Tracy szykuje się do ślubu&nbsp;z&nbsp;zamożnym przemysłowcem. Przygotowania zakłóca jednak przyjazd jej byłego męża oraz żądnych sensacji dziennikarzy.,comedy
it comes at night, Paul z najbliższymi znalazł schronienie przed tajemniczym wirusem w opuszczonym domku. Wkrótce do chatki przybywa kolejna rodzina. ,horror
alpha and omega,"Kiedy dwa wilczki z różnych stad zostają porwane, łączą siły, by wrócić do domu. ",animation
loving pablo,"Historia związku najpotężniejszego barona narkotykowego, Pablo Escobara i kolumbijskiej prezenterki, Virginii Valejo.",biography
spenser confidential,Były policjant prowadzi śledztwo w sprawie zabójstwa kolegów. Pomagają mu&nbsp; eks-dziewczyna i zawodnik MMA. ,crime
insensibles,"Wypadek samochodowy i konieczność przeszczepu powodują, że David odkrywa, iż jest adoptowany. Prywatne śledztwo w poszukiwaniu prawdziwej tożsamości prowadzi go do mrocznych czasów wojny domowej. ",fantasy
the hunger games: mockingjay part 1,Katniss Everdeen niechętnie staje się symbolem buntu ludności przeciwko władzy autokratycznego Kapitolu.,action
raising arizona,"Kiedy bezdzietne małżeństwo porywa dziecko, ich życie staje się bardziej skomplikowane, niż przewidywali.",action
suspiria,"Susy Bannion przyjeżdża do najsłynniejszej wiedeńskiej szkoły baletowej. Szybko odkrywa, że dzieje się w niej coś niedobrego.",horror
se7en,Dwóch policjantów stara się złapać seryjnego mordercę wybierającego swoje ofiary według specjalnego klucza - siedmiu grzechów głównych.,crime
the 40 year-old virgin,Nieśmiałemu 40-letniemu prawiczkowi wpada w oko samotna matka. Koledzy z pracy postanawiają pomóc mu ją poderwać. ,comedy
torque,"Motocyklista Cary powraca do miasta, by rozwiązać niedokończone sprawy. Zostaje wplątany w intrygę uknutą przez dawnego wroga.",action
stomp the yard,"Młody i&nbsp;utalentowany tancerz uliczny DJ wplątuje się w&nbsp;strzelaninę i&nbsp;trafia do&nbsp;aresztu. By uniknąć poprawczaka, zgadza się zapisać do&nbsp;college'u dla czarnoskórych.",drama
a dogs way home,"Pies wyrusza w długą, pełną przygód drogę, aby odnaleźć swojego właściciela.",family
the battle of chernobyl,"Dokument przedstawia przyczyny, przebieg oraz następstwa wybuchu jednego z reaktorów elektrowni atomowej w Czarnobylu. ",documentary
it might get loud,"Dokument, w którym trzej wielcy muzycy związani ze sceną rockową opowiadają o znaczeniu gitary elektrycznej. ",documentary
casper,Doktor Harvey i jego córka zamieszkują nawiedzoną przez psotne zjawy starą posiadłość. Dziewczyna zaprzyjaźnia się z małym duszkiem Kacprem. ,family
grey gardens," ""Szare ogrody"" to film dokumentalny, prezentujący codzienność dwóch przedstawicielek byłej elity społecznej, wiodących pustelnicze życie matki i córki o tym samym... ",documentary
the last airbender,"Pan Ognia podbija cztery krainy, na które podzielony jest świat. Po upływie stu lat pojawia się Aang - potomek jedynej istoty zdolnej przywrócić równowagę. ",fantasy
megamind,"Po unicestwieniu swojego jedynego wroga Metro Mena, Megamocny tworzy jeszcze silniejszego przeciwnika, który wymyka mu się spod kontroli.",animation
bloodshot,Zmarły podczas akcji żołnierz powraca do życia jako Bloodshot.,action
the half of it,"Grzeczna i&nbsp;wzorowa licealistka pomaga znajomemu futboliście oczarować dziewczynę, w&nbsp;której oboje się kochają. Współczesna wersja opowieści o&nbsp;Cyranie de Bergeracu.",comedy
heartbreakers,"Matka z córką tworzą nietypowy duet oszustek. Max wychodzi za bogatych mężczyzn, a Page uwodzi ich, doprowadzając do rozwodu i podziału majątku. ",crime
yes day,Zmęczeni ciągłymi odmowami rodzice pozwalają swoim dzieciom dyktować zasady przez jeden dzień. Zaczyna się niesamowita rodzinna przygoda.,family
the lord of the rings: the fellowship of the ring,"Podróż hobbita z Shire i jego ośmiu towarzyszy, której celem jest zniszczenie potężnego pierścienia pożądanego przez Czarnego Władcę - Saurona. ",fantasy
the brothers grimm,"Początek XIX wieku. Kiedy bracia Grimm zostają zdemaskowani jako oszuści podający się za pogromców upiorów, zostają zmuszeni do rozwiązania zagadki znikających w zaczarowanym lesie dziewczynek.",fantasy
la marche de lempereur,"Każdego roku pingwiny rozpoczynają swój marsz w jedno miejsce, by odnaleźć miłość i założyć rodzinę.",family
bachelor party,"Przyjaciele organizują Rickowi wieczór kawalerski. Ojciec jego wybranki ma nadzieję, że impreza skompromituje przyszłego zięcia. ",comedy
the possession experiment,"Brandon Jensen kocha horrory, więc kiedy nadarza się okazja do zbadania egzorcyzmów, postanawia przeprowadzić eksperyment z opętaniem. ",horror
cadillac records,"Historia wytwórni płytowej Chess Records i artystów, którzy nagrywali dla niej na przestrzeni lat. ",biography
diary of a wimpy kid,"Greg Heffley zaczyna naukę w gimnazjum, która jest dla niego nie lada wyzwaniem.",family
les infideles,"Komedia o miłości i zdradzie, na którą składa się szereg niecodziennych przygód miłosnych.",comedy
frenzy,Z Tamizy zostaje wyłowiona kobieta uduszona krawatem. Posądzony niesłusznie o zabójstwo Richard Blaney musi udowodnić swą niewinność.,crime
something the lord made,Znany kardiolog i jego czarnoskóry współpracownik wykonują pierwszy w historii zabieg u pacjentki z wrodzoną wadą serca. ,biography
furry vengeance,Dan Sanders rozpoczyna budowę nowego osiedla na terenie lasu. Zamieszkujące tam zwierzęta wypowiadają mu wojnę.,family
la grande illusion," Jeden z najgłośniejszych filmów Jeana Renoira (1894-1979), wybitnego twórcy impresjonistycznej awangardy. Fabuła opiera się na autentycznych wydarzeniach, a jej akcja... ",drama
delivery man,"Anonimowy dawca nasienia dowiaduje się, że spłodził 533 dzieci. Jego potomkowie wnoszą petycję do banku spermy o ujawnienie danych ojca. ",drama
darkness,"Amerykańska rodzina przeprowadza się do domu na wsi w Hiszpanii. Nastoletnia Regina odkrywa, że posiadłość ma mroczną przeszłość. ",horror
the host,"Świat opanował niewidzialny wróg, który zajmuje ludzkie ciała i umysły. Dusza o imieniu Wagabunda&nbsp;zostaje umieszczona&nbsp;w&nbsp;ciele Melanie, dziewczyna nie zamierza jednak poddać się bez walki.",thriller
clue,"Sześć osób otrzymuje zaproszenie na uroczystą kolację. Gdy nieoczekiwanie pan domu zostaje zamordowany, goście łączą siły, by rozwiązać zagadkę. ",thriller
the whole ten yards,"Były płatny morderca, Jimmy Tudeski, wiedzie spokojny i nudny żywot gospodyni domowej. Wraz z pojawieniem się dawnego znajomego, powraca na drogę bezprawia, by stawić czoła węgierskiej mafii.",comedy
yip man 3,"Mistrz wschodnich sztuk walki i jego uczniowie przeciwstawiają się gangsterom, którzy terroryzują lokalną szkołę.",biography
critters 2: the main course,"Małe, włochate istoty z kosmosu wylęgają się w mieście Grover Bend i sieją spustoszenie wśród mieszkańców.",horror
"honey, i shrunk the kids",Wynalazca konstruuje maszynę miniaturyzującą przedmioty. Przypadkowo pod jej wpływem do mikroskopijnej wielkości zostaje zmniejszona grupa nastolatków.,family
small world,"W tajemniczych okolicznościach, sprzed rodzinnego domu, zostaje uprowadzona dziewczynka. Do czego będzie zdolny policjant, prowadzący śledztwo w sprawie?&nbsp;",crime
soylent green,"Nowojorski policjant przemierza ulice przeludnionego miasta przyszłości. Podczas rozwiązywania jednej ze spraw Thorn trafia na trop afery związanej z syntetyczną ""pożywką"". ",thriller
mon oncle,Nowoczesna technika płata figle panu Hulotowi. ,comedy
life,"Członkowie międzynarodowej wyprawy kosmicznej odkrywają ślady życia na Marsie. Nie wiedzą, że grozi im śmiertelne niebezpieczeństwo. ",thriller
blair witch,"James wraz z przyjaciółmi wyrusza do upiornego lasu, aby odkryć prawdę o zniknięciu swojej siostry.",horror
the glass house,"Rodzice Ruby i Rhetta giną w wypadku samochodowym. Rodzeństwo trafia pod opiekę ich dawnych znajomych, którzy zachowują się podejrzanie. ",thriller
george of the jungle,Mężczyzna wychowany w dżungli przez małpy zakochuje się w bogatej amerykańskiej dziedziczce.,family
live free or die hard,"Stróż prawa rozprawia się z terrorystami, którzy zagrażają całej Ameryce. Pomaga mu młody informatyk, Matt. ",thriller
before night falls,Pisarz Reinaldo Arenas prowadzi życie pełne przygód.,biography
limitless,"Cierpiący na brak weny pisarz, Eddie, zaczyna stosować narkotyk, który zwiększa jego potencjał intelektualny. Dzięki używce mężczyzna odnosi sukcesy. ",thriller
czekajac na sobote,"Dokument przedstawia życie na polskiej prowincji, gdzie jedyną rozrywką jest cotygodniowa, sobotnia dyskoteka połączona z erotycznymi występami kobiet. ",documentary
lucky them,Dziennikarka rockowa dostaje zlecenie wytropienia swojego byłego chłopaka.,drama
superman ii,"Na Ziemię przybywa troje złowrogo nastawionych Kryptonian, których celem jest podbój planety. Ich plany próbuje pokrzyżować Superman.",action
the disappointments room,"Matka razem ze swoim synem wprowadzają się do wymarzonego domu, gdzie przypadkowo uwalniają złe moce czyhające na strychu.",horror
lamour fou,Dokument ukazuje życie i twórczość projektanta mody Yves Saint Laurenta&nbsp; oraz jego partnera Pierre'a Bergé.,documentary
frankenweenie,Podczas zabawy pies Victora zostaje potrącony przez samochód i ginie. Chłopcu udaje się go jednak ożywić.,animation
the spiderwick chronicles,"Kiedy matka z trójką dzieci przeprowadza się do nowego domu, syn odnajduje tajemniczą książkę, która wpędza rodzinę w kłopoty.",family
the hobbit: the battle of the five armies,"Podczas gdy Smok Smaug niszczy miasto Esgaroth, armie Śródziemia szykują się do wojny.",fantasy
joshua tree,"Wrobiony w morderstwo mężczyzna ucieka z transportu więziennego i porywa przypadkową kobietę, nie wiedząc, że jest ona policjantką. ",crime
